domain,block_type,doi,title,attempted_url
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-nplbq,Investigating the Interplay Between Spin-Vibrational Coupling and Blocking Temperature in Designing ,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64f83c1279853bbd78337173/original/investigating-the-interplay-between-spin-vibrational-coupling-and-blocking-temperature-in-designing-high-performance-pseudo-d5h-dy-iii-single-ion-magnets.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-rn9bj,Electron transfer in TEMPO-based organic radical batteries governed by electronic coupling,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6498b3a22e632767b0c5bc6a/original/electron-transfer-in-tempo-based-organic-radical-batteries-governed-by-electronic-coupling.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-rn9bj-v2,Efficient Method for Achieving Electronic Coupling in TEMPO/TEMPO+ System,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/665e0020418a5379b001966b/original/efficient-method-for-achieving-electronic-coupling-in-tempo-tempo-system.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-rs2xc,Zero-field splitting tensor of the triplet excited states of aromatic molecules: A valence full-π co,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65603b945bc9fcb5c94146cb/original/zero-field-splitting-tensor-of-the-triplet-excited-states-of-aromatic-molecules-a-valence-full-complete-active-space-self-consistent-field-study.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-rs2xc-v2,Zero-field splitting tensor of the triplet excited states of aromatic molecules: A valence full-π co,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/657031b1cf8b3c3cd7e56da0/original/zero-field-splitting-tensor-of-the-triplet-excited-states-of-aromatic-molecules-a-valence-full-complete-active-space-self-consistent-field-study.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-s0xl4,Towards a Stochastic Complete Active Space Second Order Perturbation Theory,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64c3a985ce23211b20b29fc6/original/towards-a-stochastic-complete-active-space-second-order-perturbation-theory.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-sjmtl,Local Excitations of a Charged Nitrogen Vacancy in Diamond with Multireference Density Matrix Embedd,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/63fd173332cd591f12916b0a/original/local-excitations-of-a-charged-nitrogen-vacancy-in-diamond-with-multireference-density-matrix-embedding-theory.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-snc7m,Thermally stable Terbium(II) and Dysprosium(II) Bis-Amidinate Single-Molecule Magnets,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64b69dffb605c6803bee5c3e/original/thermally-stable-terbium-ii-and-dysprosium-ii-bis-amidinate-single-molecule-magnets.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2023-wpc4r,Pushing Boundaries in Single Molecule Magnets: An Ab Initio Perspective on Harnessing Unusual Oxidat,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/651bb371006594091255f0fc/original/pushing-boundaries-in-single-molecule-magnets-an-ab-initio-perspective-on-harnessing-unusual-oxidation-states-for-unprecedented-lanthanide-smm-performance.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-5hc8g-v2,A Hybrid Meta On-Top Functional for Multiconfiguration Pair-Density Functional Theory,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6707f8b2cec5d6c142ca5846/original/a-hybrid-meta-on-top-functional-for-multiconfiguration-pair-density-functional-theory.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-5m8m7,Heterometallic CuCd and Cu2Zn complexes with o-vanillin and its Schiff base derivative: slow magneti,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/675099535a82cea2fafdf033/original/heterometallic-cu-cd-and-cu2zn-complexes-with-o-vanillin-and-its-schiff-base-derivative-slow-magnetic-relaxation-and-catalytic-activity-associated-with-cu-ii-centers.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-brh89,"A Constrained CASSCF(2,2) Approach to Study Electron Transfer between a Molecule and Metal Cluster",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/669932f4c9c6a5c07a9c4314/original/a-constrained-casscf-2-2-approach-to-study-electron-transfer-between-a-molecule-and-metal-cluster.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-d6sj9,Photochemistry of Ni(II) tolyl chlorides supported by bidentate ligand frameworks,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/675a60db7be152b1d0b12343/original/photochemistry-of-ni-ii-tolyl-chlorides-supported-by-bidentate-ligand-frameworks.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-dcpqv-v2,NO Oxidation States in Nonheme Iron Nitrosyls:A DMRG-CASSCF Study of {FeNO}6 –10 Complexes,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/675f32a3085116a133812367/original/no-oxidation-states-in-nonheme-iron-nitrosyls-a-dmrg-casscf-study-of-fe-no-6-10-complexes.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-n74xl,Achieving Ambient Stability and Suppressing Spin-Phonon Coupling in Dyprosocenium SIMs via MOF Encap,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65dc7acee9ebbb4db94a04aa/original/achieving-ambient-stability-and-suppressing-spin-phonon-coupling-in-dyprosocenium-si-ms-via-mof-encapsulation.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-st9qn,"[ECCE]-Coordinated (E = P, As) Ruthenium Complexes in Different Oxidation States: Ru(I) (E = P), Ru(",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66b36a3301103d79c5075f55/original/ecce-coordinated-e-p-as-ruthenium-complexes-in-different-oxidation-states-ru-i-e-p-ru-ii-e-p-as-and-ru-iii-e-as.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-t5m4d,"Investigating the non-radiative photo-processes of unnatural DNA base: 7-(2-thienyl)-imidazo[4,5-b]p",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/666e45e75101a2ffa8aff17c/original/investigating-the-non-radiative-photo-processes-of-unnatural-dna-base-7-2-thienyl-imidazo-4-5-b-pyridine-ds-a-computational-study.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-t9x0l,Relativistic CASPT2/RASPT2 Program along with DIRAC software,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/673fe3635a82cea2fa4ff4e9/original/relativistic-caspt2-raspt2-program-along-with-dirac-software.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2024-zzjlx,Intramolecular Magnetic Exchange Interaction in Dichalcogenide Substituted Organic Diradical Dicatio,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67226948f9980725cf9a2638/original/intramolecular-magnetic-exchange-interaction-in-dichalcogenide-substituted-organic-diradical-dications.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-03dcw,Molecular Models of Layered Ternary Cu2MoS4 Reveal Sulfur-Based H2 Evolution Pathway,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/686205741a8f9bdab5b33df2/original/molecular-models-of-layered-ternary-cu2mo-s4-reveal-sulfur-based-h2-evolution-pathway.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-0xsfn,Computational evidence of a bifurcation in a Cope rearrangement proximate to a forbidden electrocycl,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6864cf8cc1cb1ecda09f9921/original/computational-evidence-of-a-bifurcation-in-a-cope-rearrangement-proximate-to-a-forbidden-electrocyclization.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-46g93,Optically Detected Magnetic Resonance on Carbene molecular Qubits,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/680b63ae927d1c2e66b81b03/original/optically-detected-magnetic-resonance-on-carbene-molecular-qubits.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-46g93-v2,Optically Detected Magnetic Resonance on Carbene Molecular Qubits,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/68121c6de561f77ed4793ecb/original/optically-detected-magnetic-resonance-on-carbene-molecular-qubits.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-6m8l9,Evaluating MS-ANI vs. SS-ANI for Surface Hopping Simulations: A Cyclohexadiene Photochemical Ring-Op,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/689f5958728bf9025e9b324c/original/evaluating-ms-ani-vs-ss-ani-for-surface-hopping-simulations-a-cyclohexadiene-photochemical-ring-opening-case-study.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-7qsq0,"Neutral and Anionic Free-base and Copper Corroles: Structural, spectroscopic and computational analy",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/683ef573c1cb1ecda0f041cc/original/neutral-and-anionic-free-base-and-copper-corroles-structural-spectroscopic-and-computational-analysis-and-hypercorrole-features.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-cmd6s,Nonadiabatic Dynamics of the Molecular Tully Models with the Mixed-Reference Spin-Flip Time-Dependen,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687cad54728bf9025e59fb62/original/nonadiabatic-dynamics-of-the-molecular-tully-models-with-the-mixed-reference-spin-flip-time-dependent-density-functional-theory.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-dl4sb,Capturing Electron Correlation with Machine Learning through a Data-Driven CASPT2 Framework,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/689caa1a23be8e43d6096498/original/capturing-electron-correlation-with-machine-learning-through-a-data-driven-caspt2-framework.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-dr4jc,Ab Initio Study of Photodissociation and Isomerization Pathways on the Singlet and Triplet Manifolds,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687a0420728bf9025e193882/original/ab-initio-study-of-photodissociation-and-isomerization-pathways-on-the-singlet-and-triplet-manifolds-of-1-nitropropene.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-gbcfl,Decomposition of magnetic coupling in µ-oxo-bridged metal complexes,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67aa3f196dde43c9084e7bb9/original/decomposition-of-magnetic-coupling-in-oxo-bridged-metal-complexes.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-lwh8m,Realizing the magneto-structural correlation of a highly anisotropic Fe(III) porphyrin complex throu,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67bdb4ccfa469535b9dcdeed/original/realizing-the-magneto-structural-correlation-of-a-highly-anisotropic-fe-iii-porphyrin-complex-through-ab-initio-approaches.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-q6rfm,Cavity quantum electrodynamics complete active space self consistent field theory,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67d9cd316dde43c90851a9cf/original/cavity-quantum-electrodynamics-complete-active-space-self-consistent-field-theory.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-tnhwp,Tuning Magnetic Anisotropy and Luminescence Thermometry in a Series of Dysprosium Complexes containi,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67bdca3381d2151a02ff5d03/original/tuning-magnetic-anisotropy-and-luminescence-thermometry-in-a-series-of-dysprosium-complexes-containing-diimine-ligand.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-wzkst,A Descriptor Is All You Need: Accurate Machine Learning of Nonadiabatic Coupling Vectors,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6833d4e61a8f9bdab5e6b8b7/original/a-descriptor-is-all-you-need-accurate-machine-learning-of-nonadiabatic-coupling-vectors.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv-2025-x6c3j,Large-Scale Modeling of Proton-Coupled Electron Transfer Based on Absolutely Localized Molecular Orb,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6889de5f728bf9025e088725/original/large-scale-modeling-of-proton-coupled-electron-transfer-based-on-absolutely-localized-molecular-orbitals.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.10001752/v1,Can CASSCF model the excited states of xanthophyll lutein? A Density Matrix Renormalization Group jo,https://chemrxiv.org/doi/pdf/10.26434/chemrxiv.10001752/v1
chemrxiv.org,403_forbidden,10.26434/chemrxiv.10059809.v1,Ligand Redox Non-Innocence in [Coᴵᴵᴵ(TAML)]0/‒ Complexes Affects Nitrene Formation,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c7458dee301cead1c7936d/original/ligand-redox-non-innocence-in-co-taml-0-complexes-affects-nitrene-formation.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.11446224,Resolving the Quadruple Bonding Conundrum in C2 Using Insights Derived from Excited State Potential ,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c746fbbdbb89c0e4a38cca/original/resolving-the-quadruple-bonding-conundrum-in-c2-using-insights-derived-from-excited-state-potential-energy-surfaces-a-molecular-orbital-perspective.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.11446224.v1,Resolving the Quadruple Bonding Conundrum in C2 Using Insights Derived from Excited State Potential ,https://chemrxiv.org/ndownloader/files/20411364
chemrxiv.org,403_forbidden,10.26434/chemrxiv.11472627.v1,Electronically Asynchronous Transition States for C-N Bond Formation by Electrophilic [Coᴵᴵᴵ(TAML)]-,https://chemrxiv.org/ndownloader/files/20476293
chemrxiv.org,403_forbidden,10.26434/chemrxiv.11828256.v2,Hole-Hole Tamm-Dancoff-Approximated Density Functional Theory: A Highly Efficient Electronic Structu,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c74cc5bdbb896b6ba39875/original/hole-hole-tamm-dancoff-approximated-density-functional-theory-a-highly-efficient-electronic-structure-method-incorporating-dynamic-and-static-correlation.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12385940.v1,"Multiconfigurational Static and Dynamic Calculations Explain Tricyclo[4,2,0,02,5]octa-3,7-diene Phot",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c74bddee301c24d6c79f71/original/multiconfigurational-static-and-dynamic-calculations-explain-tricyclo-4-2-0-02-5-octa-3-7-diene-photochemistry.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12403124.v1,Breaching the Axial Limits in Ln(III) Single-Ion Magnets Using External Electric Field,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c74bf04c89197389ad3531/original/breaching-the-axial-limits-in-ln-iii-single-ion-magnets-using-external-electric-field.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12411125.v1,"Chemical insights into the electronic structure of Fe(II) porphyrin using FCIQMC, DMRG, and generali",https://chemrxiv.org/ndownloader/files/22867853
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12411125.v2,"Chemical insights into the electronic structure of Fe(II) porphyrin using FCIQMC, DMRG, and generali",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c750a3ee301c9cadc7a8d6/original/chemical-insights-into-the-electronic-structure-of-fe-ii-porphyrin-using-fciqmc-dmrg-and-generalized-active-spaces.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12457709.v1,Energetic Degeneracy and Electronic Structures of Germanium Trimers Doped with Titanium,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c74c45567dfe0745ec50e8/original/energetic-degeneracy-and-electronic-structures-of-germanium-trimers-doped-with-titanium.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12605333.v1,Ligand-Mediated Spin State Changes in a Cobalt-Dipyrrin-Bisphenol Complex,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c74d414c891948d5ad37a5/original/ligand-mediated-spin-state-changes-in-a-cobalt-dipyrrin-bisphenol-complex.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12776222,First Principle Investigations of Long-range Magnetic Exchange Interactions via Polyacene Coupler,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c753d9bb8c1a695c3dc124/original/first-principle-investigations-of-long-range-magnetic-exchange-interactions-via-polyacene-coupler.pdf
chemrxiv.org,403_forbidden,10.26434/chemrxiv.12776222.v1,First Principle Investigations of Long-range Magnetic Exchange Interactions via Polyacene Coupler,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/60c75398337d6c6875e288b1/original/first-principle-investigations-of-long-range-magnetic-exchange-interactions-via-polyacene-coupler.pdf
