doi,doi_link,title,year,host,oa_pdf_url,block_reason,openalex_key,detail
10.15278/isms.2018.wk02,https://doi.org/10.15278/isms.2018.wk02,STRUCTURAL CHARACTERIZATION OF PHENOXY RADICAL USING A MASS-CORRELATED BROADBAND MICROWAVE SPECTROMETER,2018,www.ideals.illinois.edu,https://www.ideals.illinois.edu/items/108842/bitstreams/355763/data.pdf,no fetchable PDF and no Europe PMC full text,W2901789799,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.15278/isms.2020.mk05,https://doi.org/10.15278/isms.2020.mk05,CHEAP AND RELIABLE OPTIMIZATION OF EXCITED STATE ORBITALS WITH THE SQUARE GRADIENT MINIMIZATION (SGM) APPROACH.,2020,www.ideals.illinois.edu,https://www.ideals.illinois.edu/bitstream/2142/107362/1/4430.pdf,no fetchable PDF and no Europe PMC full text,W3048908689,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.15278/isms.2021.fl12,https://doi.org/10.15278/isms.2021.fl12,"IR, VISIBLE, AND UV LINE LIST OF SILICON MONOXIDE (SiO) - A HACKATHON PROJECT",2021,www.ideals.illinois.edu,https://www.ideals.illinois.edu/bitstream/2142/111235/4/FL12_5424.pdf,HTTP 403 (publisher blocks scripted clients),W3204160446,HTTPError: 403 Client Error: Forbidden for url: https://www.ideals.illinois.edu/bitstream/2142/111235/4/FL12_5424.pdf
10.15278/isms.2023.6854,https://doi.org/10.15278/isms.2023.6854,A NEW LINE LIST FOR THE O2 SCHUMANN-RUNGE SYSTEM,2023,www.ideals.illinois.edu,https://www.ideals.illinois.edu/items/129510/bitstreams/431858/data.pdf,HTTP 403 (publisher blocks scripted clients),W4396690824,HTTPError: 403 Client Error: Forbidden for url: https://www.ideals.illinois.edu/items/129510/bitstreams/431858/data.pdf
10.15278/isms.2023.7038,https://doi.org/10.15278/isms.2023.7038,AN AB INITIO STUDY AND INITIAL REFINEMENT OF THE ROVIBRONIC SPECTRUM OF SULFUR MONOXIDE (32S16O): DIABATIC VS. ADIABATIC REPRESENTATION AND THEIR EQUIVALENCE IN NUCLEAR MOTION CALCULATIONS,2023,www.ideals.illinois.edu,https://www.ideals.illinois.edu/items/129743/bitstreams/432826/data.pdf,HTTP 403 (publisher blocks scripted clients),W4396690255,HTTPError: 403 Client Error: Forbidden for url: https://www.ideals.illinois.edu/items/129743/bitstreams/432826/data.pdf
10.5334/ijic.2624,https://doi.org/10.5334/ijic.2624,A person centred approach for reducing drug burden in complex patients with multimorbidity,2016,www.ijic.org,http://www.ijic.org/articles/10.5334/ijic.2624/galley/3446/download/,"HTML landing page, not a PDF",W2578994313,ValueError: response is not a PDF (probably an HTML landing page)
10.1039/d0cp06321e,https://doi.org/10.1039/d0cp06321e,The effect of spin polarization on the electron transport of molecular wires with diradical character,2021,www.investigo.biblioteca.uvigo.es,https://www.investigo.biblioteca.uvigo.es/xmlui/bitstream/11093/5960/4/2021_ramos_spin_polarization.pdf,TLS/SSL failure,W3126938191,"1 PDF location(s) + Europe PMC tried; SSLError: HTTPSConnectionPool(host='www.investigo.biblioteca.uvigo.es', port=443): Max retries exceeded with url: /xmlui/bitstream/11093/5960/4/2021_ramos_spin_polarization.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cer"
10.1063/5.0159509,https://doi.org/10.1063/5.0159509,The 2-pyridone/2-hydroxypyridine tautomerism in gas phase: An excited state roaming reaction,2023,www.investigo.biblioteca.uvigo.es,https://www.investigo.biblioteca.uvigo.es/xmlui/bitstream/11093/10415/4/2023_Queizan_JCP_2_pyridone_2_hydroxypyridine.pdf,no fetchable PDF and no Europe PMC full text,W4386116182,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1016/j.healun.2014.01.845,https://doi.org/10.1016/j.healun.2014.01.845,Assessment of Medication Regimen Complexity Over Time Following Heart Transplantation,2014,www.jhltonline.org,http://www.jhltonline.org/article/S1053249814008596/pdf,HTTP 403 (publisher blocks scripted clients),W2120536974,HTTPError: 403 Client Error: Forbidden for url: https://www.jhltonline.org/article/S1053249814008596/pdf
10.1246/bcsj.20140180,https://doi.org/10.1246/bcsj.20140180,Theoretical Study of the π → π* Excited States of Oligoacenes: A Full π-Valence DMRG-CASPT2 Study,2014,www.journal.csj.jp,http://www.journal.csj.jp/doi/pdf/10.1246/bcsj.20140180,"HTML landing page, not a PDF",W2518781058,ValueError: response is not a PDF (probably an HTML landing page)
10.3390/atmos12081053,https://doi.org/10.3390/atmos12081053,Kinetics of the Reactions of Ozone with Halogen Atoms in the Stratosphere,2021,www.mdpi.com,https://www.mdpi.com/2073-4433/12/8/1053/pdf?version=1629357156,HTTP 403 (publisher blocks scripted clients),W3194097817,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2073-4433/12/8/1053/pdf?version=1629357156
10.3390/atoms10020048,https://doi.org/10.3390/atoms10020048,Electronic Structure of Lr+ (Z = 103) from Ab Initio Calculations,2022,www.mdpi.com,https://www.mdpi.com/2218-2004/10/2/48/pdf?version=1652085207,HTTP 403 (publisher blocks scripted clients),W4229454780,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2218-2004/10/2/48/pdf?version=1652085207
10.3390/i3050522,https://doi.org/10.3390/i3050522,Alternative Multi–reference State–specific Coupled Cluster Wave Functions,2002,www.mdpi.com,https://www.mdpi.com/1422-0067/3/5/522/pdf?version=1403128968,HTTP 403 (publisher blocks scripted clients),W2119405742,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/1422-0067/3/5/522/pdf?version=1403128968 | no Europe PMC OA full text
10.3390/magnetochemistry11050043,https://doi.org/10.3390/magnetochemistry11050043,ESR and Mössbauer Spectroscopy of Iron(III) Spin Crossover Complexes Based on Pentadentate Schiff Base Ligands with Pseudohalide Coligands,2025,www.mdpi.com,https://www.mdpi.com/2312-7481/11/5/43/pdf?version=1747045211,HTTP 403 (publisher blocks scripted clients),W4410302228,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2312-7481/11/5/43/pdf?version=1747045211 | no Europe PMC OA full text
10.3390/magnetochemistry7080107,https://doi.org/10.3390/magnetochemistry7080107,Methods and Models of Theoretical Calculation for Single-Molecule Magnets,2021,www.mdpi.com,https://www.mdpi.com/2312-7481/7/8/107/pdf?version=1627523283,HTTP 403 (publisher blocks scripted clients),W3186397763,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2312-7481/7/8/107/pdf?version=1627523283 | no Europe PMC OA full text
10.3390/magnetochemistry9060154,https://doi.org/10.3390/magnetochemistry9060154,Magneto-Structural Analysis of Hydroxido-Bridged CuII2 Complexes: Density Functional Theory and Other Treatments,2023,www.mdpi.com,https://www.mdpi.com/2312-7481/9/6/154/pdf?version=1686821636,HTTP 403 (publisher blocks scripted clients),W4380367893,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2312-7481/9/6/154/pdf?version=1686821636 | no Europe PMC OA full text
10.3390/rs14163946,https://doi.org/10.3390/rs14163946,Increasing Atmospheric Aridity Moderates the Accelerated Rate of Vegetation Green-Up Induced by Rising CO2 and Warming,2022,www.mdpi.com,https://www.mdpi.com/2072-4292/14/16/3946/pdf?version=1660627883,HTTP 403 (publisher blocks scripted clients),W4292182844,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2072-4292/14/16/3946/pdf?version=1660627883
10.3390/rs16193726,https://doi.org/10.3390/rs16193726,Analysis of the Grid Quantization for the Microwave Radar Coincidence Imaging Based on Basic Correlation Algorithm,2024,www.mdpi.com,https://www.mdpi.com/2072-4292/16/19/3726/pdf?version=1728296013,HTTP 403 (publisher blocks scripted clients),W4403191560,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2072-4292/16/19/3726/pdf?version=1728296013
10.3390/su141811685,https://doi.org/10.3390/su141811685,Conceptualizing and Measuring Megacity Resilience with an Integrated Approach: The Case of China,2022,www.mdpi.com,https://www.mdpi.com/2071-1050/14/18/11685/pdf?version=1663746819,HTTP 403 (publisher blocks scripted clients),W4296746323,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/14/18/11685/pdf?version=1663746819
10.1016/j.cplett.2016.11.003,https://doi.org/10.1016/j.cplett.2016.11.003,The low-lying electronic states of MgO,2016,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/7370976,"HTML landing page, not a PDF",W2557094561,ValueError: response is not a PDF (probably an HTML landing page)
10.1016/j.expneurol.2013.11.005,https://doi.org/10.1016/j.expneurol.2013.11.005,Targeting deficiencies in mitochondrial respiratory complex I and functional uncoupling exerts anti-seizure effects in a genetic model of temporal lobe epilepsy and in a model of acute temporal lobe seizures,2013,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/3990438,"HTML landing page, not a PDF",W2050422609,ValueError: response is not a PDF (probably an HTML landing page)
10.1016/j.japh.2022.04.005,https://doi.org/10.1016/j.japh.2022.04.005,Identifying opportunities for pediatric medication therapy management in children with medical complexity,2022,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/9464681,"HTML landing page, not a PDF",W4223535504,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.0c01015,https://doi.org/10.1021/acs.jctc.0c01015,Block-Localized Excitation for Excimer Complex and Diabatic Coupling,2020,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/8214332,"HTML landing page, not a PDF",W3115045706,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.0c01078,https://doi.org/10.1021/acs.jctc.0c01078,QM/MM Investigation of the Spectroscopic Properties of the Fluorophore of Bacterial Luciferase,2021,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/9220819,"HTML landing page, not a PDF",W3121374908,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acscatal.1c02899,https://doi.org/10.1021/acscatal.1c02899,"Computational Study for CO<sub>2</sub>-to-CO Conversion over Proton Reduction Using [Re[bpyMe(Im-R)](CO)<sub>3</sub>Cl]<sup>+</sup> (R = Me, Me<sub>2</sub>, and Me<sub>4</sub>) Electrocatalysts and Comparison with Manganese Analogues",2021,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/9973667,"HTML landing page, not a PDF",W3206105746,ValueError: response is not a PDF (probably an HTML landing page)
10.1073/pnas.242490299,https://doi.org/10.1073/pnas.242490299,Are helionitronium trications stable?,2002,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/137711,"HTML landing page, not a PDF",W2103624659,ValueError: response is not a PDF (probably an HTML landing page)
10.1111/1475-6773.13456,https://doi.org/10.1111/1475-6773.13456,Construction and Validation of Claims‐Based Medication Regimen Complexity Index,2020,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/7440530,"HTML landing page, not a PDF",W3091220454,ValueError: response is not a PDF (probably an HTML landing page)
10.1136/ejhpharm-2017-001478,https://doi.org/10.1136/ejhpharm-2017-001478,Medication regimen complexity on hospital admission in patients with advanced chronic conditions in need of palliative care,2018,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/6788279,"HTML landing page, not a PDF",W2802154371,ValueError: response is not a PDF (probably an HTML landing page)
10.1136/ejhpharm-2018-eahpconf.536,https://doi.org/10.1136/ejhpharm-2018-eahpconf.536,INT-011 Prevalence and pharmacotherapeutic complexity of polypharmacy in hiv+ patients in spain: point study,2018,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/7535411,"HTML landing page, not a PDF",W2803411094,ValueError: response is not a PDF (probably an HTML landing page)
10.5863/1551-6776-26.3.248,https://doi.org/10.5863/1551-6776-26.3.248,Association of Medication Regimen Complexity With Clinical Endpoints in Pediatric Patients With Cystic Fibrosis,2021,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/8021245,"HTML landing page, not a PDF",W3142914830,ValueError: response is not a PDF (probably an HTML landing page)
10.1007/s00214-016-1867-z,https://doi.org/10.1007/s00214-016-1867-z,Spectroscopic fingerprints of DNA/RNA pyrimidine nucleobases in third-order nonlinear electronic spectra,2016,www.openaccessrepository.it,https://www.openaccessrepository.it/record/23829,no fetchable PDF and no Europe PMC full text,W2340936029,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1111/php.12770,https://doi.org/10.1111/php.12770,On the Simulation of Two‐dimensional Electronic Spectroscopy of Indole‐containing Peptides,2017,www.openaccessrepository.it,https://www.openaccessrepository.it/record/104721,no fetchable PDF and no Europe PMC full text,W2605019432,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1016/j.proci.2014.05.097,https://doi.org/10.1016/j.proci.2014.05.097,Pressure-dependent branching in the reaction of 1 CH 2 with C 2 H 4 and other reactions on the C 3 H 6 potential energy surface,2014,www.osti.gov,https://www.osti.gov/biblio/1251902,"HTML landing page, not a PDF",W2092280721,ValueError: response is not a PDF (probably an HTML landing page)
10.1016/j.proci.2016.05.031,https://doi.org/10.1016/j.proci.2016.05.031,Predictive kinetics on the formation and decomposition of ethylbenzene,2016,www.osti.gov,https://www.osti.gov/biblio/1780090,"HTML landing page, not a PDF",W2423339577,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.inorgchem.1c01606,https://doi.org/10.1021/acs.inorgchem.1c01606,Influence of Outer-Sphere Anions on the Photoluminescence from Samarium(II) Crown Complexes,2021,www.osti.gov,https://www.osti.gov/biblio/1859315,no fetchable PDF and no Europe PMC full text,W3204013324,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.inorgchem.1c01766,https://doi.org/10.1021/acs.inorgchem.1c01766,Using Redox-Active Ligands to Generate Actinide Ligand Radical Species,2021,www.osti.gov,https://www.osti.gov/biblio/1858051,no fetchable PDF and no Europe PMC full text,W3201935727,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.inorgchem.6b01052,https://doi.org/10.1021/acs.inorgchem.6b01052,Molecular and Electronic Structure of Re<sub>2</sub>Br<sub>4</sub>(PMe<sub>3</sub>)<sub>4</sub>,2016,www.osti.gov,https://www.osti.gov/biblio/1339564,no fetchable PDF and no Europe PMC full text,W2465936990,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jctc.0c00518,https://doi.org/10.1021/acs.jctc.0c00518,"Spin Splitting Energy of Transition Metals: A New, More Affordable Wave Function Benchmark Method and Its Use to Test Density Functional Theory",2020,www.osti.gov,https://www.osti.gov/servlets/purl/1712732,"HTML landing page, not a PDF",W3034431156,1 PDF location(s) + Europe PMC tried; ValueError: not a PDF (probably an HTML landing page) | no Europe PMC OA full text
10.1021/acs.jctc.1c00034,https://doi.org/10.1021/acs.jctc.1c00034,Improved Spin-State Energy Differences of Fe(II) Molecular and Crystalline Complexes <i>via</i> the Hubbard <i>U</i>-Corrected Density,2021,www.osti.gov,https://www.osti.gov/biblio/1857245,HTTP 404 (OA link dead),W3140478948,HTTPError: 404 Client Error:  for url: https://www.osti.gov/biblio/1857245
10.1021/acs.jctc.1c00485,https://doi.org/10.1021/acs.jctc.1c00485,"Quantitative Account of the Bonding Properties of a Rubredoxin Model Complex [Fe(SCH<sub>3</sub>)<sub>4</sub>]<sup><i>q</i></sup>, <i>q</i> = −2, −1, +2, +3",2021,www.osti.gov,https://www.osti.gov/biblio/1857085,no fetchable PDF and no Europe PMC full text,W3201008725,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jctc.4c00781,https://doi.org/10.1021/acs.jctc.4c00781,"Importance of Electron Correlation on the Geometry and Electronic Structure of [2Fe–2S] Systems: A Benchmark Study of the [Fe<sub>2</sub>S<sub>2</sub>(SCH<sub>3</sub>)<sub>4</sub>]<sup>2–,3–,4–</sup>, [Fe<sub>2</sub>S<sub>2</sub>(SCys)<sub>4</sub>]<sup>2–</sup>, [Fe<sub>2</sub>S<sub>2</sub>(S-<i>p</i>-tol)<sub>4</sub>]<sup>2–</sup>, and [Fe<sub>2</sub>S<sub>2</sub>(S-<i>o</i>-xyl)<sub>4</sub>]<sup>2–</sup> Complexes",2024,www.osti.gov,https://www.osti.gov/biblio/2549389,no fetchable PDF and no Europe PMC full text,W4404518519,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jctc.5b00609,https://doi.org/10.1021/acs.jctc.5b00609,Multiconfiguration Pair-Density Functional Theory: A Fully Translated Gradient Approximation and Its Performance for Transition Metal Dimers and the Spectroscopy of Re<sub>2</sub>Cl<sub>8</sub><sup>2–</sup>,2015,www.osti.gov,https://www.osti.gov/biblio/1370937,"HTML landing page, not a PDF",W2233554590,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.7b00699,https://doi.org/10.1021/acs.jctc.7b00699,Development of a TDDFT-Based Protocol with Local Hybrid Functionals for the Screening of Potential Singlet Fission Chromophores,2017,www.osti.gov,https://www.osti.gov/biblio/1688388,"HTML landing page, not a PDF",W2752399017,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.8b00136,https://doi.org/10.1021/acs.jctc.8b00136,An MS-CASPT2 Calculation of the Excited Electronic States of an Axial Difluoroborondipyrromethene (BODIPY) Dimer,2018,www.osti.gov,https://www.osti.gov/biblio/1688392,"HTML landing page, not a PDF",W2807599621,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jctc.9b00966,https://doi.org/10.1021/acs.jctc.9b00966,Reaction Profiles and Kinetics for Radical–Radical Hydrogen Abstraction via Multireference Coupled Cluster Theory,2020,www.osti.gov,https://www.osti.gov/biblio/1632850,"HTML landing page, not a PDF",W3009005799,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.1c02628,https://doi.org/10.1021/acs.jpca.1c02628,Metal-to-Ligand Charge-Transfer Spectrum of a Ru-Bipyridine-Sensitized TiO<sub>2</sub> Cluster from Embedded Multiconfigurational Excited-State Theory,2021,www.osti.gov,https://www.osti.gov/biblio/1807972,"HTML landing page, not a PDF",W3165850044,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.1c03482,https://doi.org/10.1021/acs.jpca.1c03482,"The Low-Lying Electronic States of NO<sub>2</sub>: Potential Energy and Dipole Surfaces, Bound States, and Electronic Absorption Spectrum",2021,www.osti.gov,https://www.osti.gov/biblio/1859475,HTTP 404 (OA link dead),W3171456869,HTTPError: 404 Client Error:  for url: https://www.osti.gov/biblio/1859475
10.1021/acs.jpca.2c06012,https://doi.org/10.1021/acs.jpca.2c06012,Electronic Properties of UN and UN<sup>–</sup> from Photoelectron Spectroscopy and Correlated Molecular Orbital Theory,2022,www.osti.gov,https://www.osti.gov/biblio/1909832,"HTML landing page, not a PDF",W4307035906,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpca.3c05803,https://doi.org/10.1021/acs.jpca.3c05803,Multiconfiguration Pair-Density Functional Theory for Vertical Excitation Energies in Actinide Molecules,2023,www.osti.gov,https://www.osti.gov/biblio/2566401,"HTML landing page, not a PDF",W4387964926,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpcb.0c03344,https://doi.org/10.1021/acs.jpcb.0c03344,Nonadiabatic Dynamics of Photoexcited <i>cis</i>-Stilbene Using Ab Initio Multiple Spawning,2020,www.osti.gov,https://www.osti.gov/biblio/1646879,no fetchable PDF and no Europe PMC full text,W3026749568,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jpcb.5b09838,https://doi.org/10.1021/acs.jpcb.5b09838,Dynamical Correlation Effects on Photoisomerization: Ab Initio Multiple Spawning Dynamics with MS-CASPT2 for a Model <i>trans</i>-Protonated Schiff Base,2015,www.osti.gov,https://www.osti.gov/biblio/1257516,no fetchable PDF and no Europe PMC full text,W2239528024,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jpcc.9b08955,https://doi.org/10.1021/acs.jpcc.9b08955,"Electronic States of 2,3-Diamino-1,4-naphthoquinone and Its N-Alkylated Derivatives",2019,www.osti.gov,https://www.osti.gov/biblio/1595567,"HTML landing page, not a PDF",W2987520320,ValueError: response is not a PDF (probably an HTML landing page)
10.1021/acs.jpclett.1c00926,https://doi.org/10.1021/acs.jpclett.1c00926,Time Resolved Photoelectron Spectroscopy as a Test of Electronic Structure and Nonadiabatic Dynamics,2021,www.osti.gov,https://www.osti.gov/biblio/1857449,no fetchable PDF and no Europe PMC full text,W3165842364,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jpclett.1c02042,https://doi.org/10.1021/acs.jpclett.1c02042,Machine-Learned Energy Functionals for Multiconfigurational Wave Functions,2021,www.osti.gov,https://www.osti.gov/biblio/1858863,no fetchable PDF and no Europe PMC full text,W3190439657,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/acs.jpclett.3c01308,https://doi.org/10.1021/acs.jpclett.3c01308,Exploring Ligand-to-Metal Charge-Transfer States in the Photo-Ferrioxalate System Using Excited-State Specific Optimization,2023,www.osti.gov,https://www.osti.gov/biblio/2522071,no fetchable PDF and no Europe PMC full text,W4385800761,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/jacs.1c07854,https://doi.org/10.1021/jacs.1c07854,A Uranium(II) Arene Complex That Acts as a Uranium(I) Synthon,2021,www.osti.gov,https://www.osti.gov/biblio/1857874,no fetchable PDF and no Europe PMC full text,W3211495661,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/jacs.2c12382,https://doi.org/10.1021/jacs.2c12382,Mechanism of Nitrogen-Carbon Bond Formation from Iron(IV) Disilylhydrazido Intermediates during N <sub>2</sub> Reduction,2023,www.osti.gov,https://www.osti.gov/biblio/1991803,no fetchable PDF and no Europe PMC full text,W4321004456,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/jacs.4c00458,https://doi.org/10.1021/jacs.4c00458,Conical Intersection Accessibility Dictates Brightness in Red Fluorescent Proteins,2024,www.osti.gov,https://www.osti.gov/biblio/2406285,no fetchable PDF and no Europe PMC full text,W4399722678,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.1021/jp709940s,https://doi.org/10.1021/jp709940s,Isomer Energy Differences for the C<sub>4</sub>H<sub>3</sub>and C<sub>4</sub>H<sub>5</sub>Isomers Using Diffusion Monte Carlo,2008,www.osti.gov,https://www.osti.gov/biblio/929059,"HTML landing page, not a PDF",W66361549,ValueError: response is not a PDF (probably an HTML landing page)
10.1039/b703261g,https://doi.org/10.1039/b703261g,"Association rate constants for reactions between resonance-stabilized radicals: C3H3 + C3H3, C3H3 + C3H5, and C3H5 + C3H5",2007,www.osti.gov,https://www.osti.gov/biblio/1426969,"HTML landing page, not a PDF",W1975310240,ValueError: response is not a PDF (probably an HTML landing page)
10.1039/c9cp00635d,https://doi.org/10.1039/c9cp00635d,Excited states and excitonic interactions in prototypic polycyclic aromatic hydrocarbon dimers as models for graphitic interactions in carbon dots,2019,www.osti.gov,https://www.osti.gov/biblio/1499828,"HTML landing page, not a PDF",W2919376314,ValueError: response is not a PDF (probably an HTML landing page)
10.1039/d4cp02505a,https://doi.org/10.1039/d4cp02505a,Excited state electronic structure of dimethyl disulfide involved in photodissociation at ∼200 nm,2024,www.osti.gov,https://www.osti.gov/biblio/2440078,"HTML landing page, not a PDF",W4402049631,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4901718,https://doi.org/10.1063/1.4901718,"Controversial electronic structures and energies of Fe2, ${\rm Fe}_2^ +$ Fe 2+, and ${\rm Fe}_2^ -$ Fe 2− resolved by RASPT2 calculations",2014,www.osti.gov,https://www.osti.gov/biblio/1224322,"HTML landing page, not a PDF",W1686989691,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4954374,https://doi.org/10.1063/1.4954374,A new set of potential energy surfaces for HCO: Influence of Renner-Teller coupling on the bound and resonance vibrational states,2016,www.osti.gov,https://www.osti.gov/biblio/1259194,"HTML landing page, not a PDF",W2468624990,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4990673,https://doi.org/10.1063/1.4990673,Investigation of the ozone formation reaction pathway: Comparisons of full configuration interaction quantum Monte Carlo and fixed-node diffusion Monte Carlo with contracted and uncontracted MRCI,2017,www.osti.gov,https://www.osti.gov/biblio/1378819,"HTML landing page, not a PDF",W2751016850,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.4993624,https://doi.org/10.1063/1.4993624,Potential energy surfaces of quintet and singlet O<sub>4</sub>,2017,www.osti.gov,https://www.osti.gov/biblio/1371795,"HTML landing page, not a PDF",W2737985594,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5037283,https://doi.org/10.1063/1.5037283,Reduced scaling CASPT2 using supporting subspaces and tensor hyper-contraction,2018,www.osti.gov,https://www.osti.gov/biblio/1468951,"HTML landing page, not a PDF",W2883748393,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5116699,https://doi.org/10.1063/1.5116699,X-ray linear and non-linear spectroscopy of the ESCA molecule,2019,www.osti.gov,https://www.osti.gov/biblio/1613248,"HTML landing page, not a PDF",W2974118289,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/1.5145011,https://doi.org/10.1063/1.5145011,Three-dimensional potential energy surfaces of ArNO (X 2Π),2020,www.osti.gov,https://www.osti.gov/biblio/1605611,"HTML landing page, not a PDF",W3012231849,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0007417,https://doi.org/10.1063/5.0007417,Reduced scaling extended multi-state CASPT2 (XMS-CASPT2) using supporting subspaces and tensor hyper-contraction,2020,www.osti.gov,https://www.osti.gov/biblio/1647294,"HTML landing page, not a PDF",W3036375971,ValueError: response is not a PDF (probably an HTML landing page)
10.1063/5.0041389,https://doi.org/10.1063/5.0041389,Analytical derivatives of the individual state energies in ensemble density functional theory. II. Implementation on graphical processing units (GPUs),2021,www.osti.gov,https://www.osti.gov/biblio/1776568,"HTML landing page, not a PDF",W3133816824,ValueError: response is not a PDF (probably an HTML landing page)
10.2172/10180548,https://doi.org/10.2172/10180548,Quantum Monte Carlo methods and lithium cluster properties,1990,www.osti.gov,https://www.osti.gov/biblio/10180548,no fetchable PDF and no Europe PMC full text,W1489197653,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.2172/1870412,https://doi.org/10.2172/1870412,Rules and Tools Crosswalk: A Compendium of Computational Tools to Support Geologic Carbon Storage Environmentally Protective UIC Class VI Permitting,2022,www.osti.gov,https://www.osti.gov/biblio/1870412,"HTML landing page, not a PDF",W4281636618,ValueError: response is not a PDF (probably an HTML landing page)
10.2172/7305434,https://doi.org/10.2172/7305434,(Electronic structure and reactivities of transition metal clusters),1992,www.osti.gov,https://www.osti.gov/biblio/7305434,no fetchable PDF and no Europe PMC full text,W4235299709,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.2172/806585,https://doi.org/10.2172/806585,Scalable Computational Chemistry: New Developments and Applications,2002,www.osti.gov,https://www.osti.gov/biblio/806585,no fetchable PDF and no Europe PMC full text,W4235258545,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.2172/959347,https://doi.org/10.2172/959347,"Electronic Structure of Transition Metal Clusters, Actinide Complexes and Their Reactivities",2009,www.osti.gov,https://www.osti.gov/biblio/959347,no fetchable PDF and no Europe PMC full text,W2021609111,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
