Title,Author,Year,Citation count,Open access,DOI
Can Density Matrix Embedding Theory with the Complete Activate Space Self-Consistent Field Solver Describe Single and Double Bond Breaking in Molecular Systems?,Hung Q. Pham|Varinia Bernales|Laura Gagliardi,2018,79,Open Access,https://doi.org/10.1021/acs.jctc.7b01248
"Exploring the Actinide−Actinide Bond:  Theoretical Studies of the Chemical Bond in Ac<sub>2</sub>, Th<sub>2</sub>, Pa<sub>2</sub>, and U<sub>2</sub>",Björn O. Roos|Per‐Åke Malmqvist|Laura Gagliardi,2006,196,Open Access,https://doi.org/10.1021/ja066615z
Separated-pair approximation and separated-pair pair-density functional theory,Samuel O. Odoh|Giovanni Li Manni|Rebecca K. Carlson|Donald G. Truhlar|Laura Gagliardi,2015,70,Open Access,https://doi.org/10.1039/c5sc03321g
Comparison of density functionals for energy and structural differences between the high- [5T2g: (t2g)4(eg)2] and low- [1A1g: (t2g)6(eg)] spin states of the hexaquoferrous cation [Fe(H2O)6]2+,Antony Fouqueau|Sébastien Mer|Mark E. Casida|Latévi Max Lawson Daku|Andreas Hauser|Tzonka Mineva|Frank Neese,2004,177,Open Access,https://doi.org/10.1063/1.1710046
Electron delocalization and aromaticity in low-lying excited states of archetypal organic compounds,Ferran Feixas|Jelle Vandenbussche|Patrick Bultinck|Eduard Matito|Miquel Solà,2011,141,Open Access,https://doi.org/10.1039/c1cp22239b
Multireference Character for 4d Transition Metal-Containing Molecules,Jiaqi Wang|Sivabalan Manivasagam|Angela K. Wilson,2015,150,Open Access,https://doi.org/10.1021/acs.jctc.5b00861
Nonadiabatic Ab Initio Molecular Dynamics with the Floating Occupation Molecular Orbital-Complete Active Space Configuration Interaction Method,Daniel Hollas|Lukáš Šištík|Edward G. Hohenstein|Todd J. Martı́nez|Petr Slavı́ček,2017,71,Open Access,https://doi.org/10.1021/acs.jctc.7b00958
The role of the magnetic orbitals in the calculation of the magnetic coupling constants from multireference perturbation theory methods,Celestino Angeli|Carmen J. Calzado,2012,58,Open Access,https://doi.org/10.1063/1.4735018
GPU-Accelerated State-Averaged Complete Active Space Self-Consistent Field Interfaced with Ab Initio Multiple Spawning Unravels the Photodynamics of Provitamin D<sub>3</sub>,James W. Snyder|Basile F. E. Curchod|Todd J. Martı́nez,2016,67,Open Access,https://doi.org/10.1021/acs.jpclett.6b00970
CAS without SCF—Why to use CASCI and where to get the orbitals,Benjamin G. Levine|Andrew S. Durden|Michael P. Esch|Fangchun Liang|Yinan Shu,2021,64,Open Access,https://doi.org/10.1063/5.0042147
Excited state structure of 4-(dimethylamino)benzonitrile studied by femtosecond mid-infrared spectroscopy and ab initio calculations,C. Chudoba|A. Kummrow|J. Dreyer|J. Stenger|Erik T. J. Nibbering|Thomas Elsaesser|Klaas A. Zachariasse,1999,102,Open Access,https://doi.org/10.1016/s0009-2614(99)00711-3
Electronic structure of higher acenes and polyacene: The perspective developed by theoretical analyses,Holger F. Bettinger,2010,97,Open Access,https://doi.org/10.1351/pac-con-09-10-29
Time-dependent multiconfiguration self-consistent-field method based on the occupation-restricted multiple-active-space model for multielectron dynamics in intense laser fields,Takeshi Sato|Kenichi L. Ishikawa,2015,87,Open Access,https://doi.org/10.1103/physreva.91.023417
On the electron affinity of the oxygen atom,Charles W. Bauschlicher|Stephen R. Langhoff|Harry Partridge|Peter R. Taylor,1986,64,Open Access,https://doi.org/10.1063/1.450962
Exchange Coupling Interactions from the Density Matrix Renormalization Group and <i>N</i>-Electron Valence Perturbation Theory: Application to a Biomimetic Mixed-Valence Manganese Complex,Michael Roemelt|Vera Krewald|Dimitrios A. Pantazis,2017,77,Open Access,https://doi.org/10.1021/acs.jctc.7b01035
Using perturbatively selected configuration interaction in quantum Monte Carlo calculations,Emmanuel Giner|Anthony Scemama|Michel Caffarel,2013,162,Open Access,https://doi.org/10.1139/cjc-2013-0017
A Theoretical Study of the Structure of Tricarbonatodioxouranate,Laura Gagliardi|Ingmar Grenthe|Björn O. Roos,2001,70,Open Access,https://doi.org/10.1021/ic001355m
Variational Localized Active Space Self-Consistent Field Method,Matthew R. Hermes|Riddhish Pandharkar|Laura Gagliardi,2020,66,Open Access,https://doi.org/10.1021/acs.jctc.0c00222
"Synthesis, structures, magnetic, and theoretical investigations of layered Co and Ni thiocyanate coordination polymers",Stefan Suckert|Michał Rams|Michael Böhme|Luzia S. Germann|Robert E. Dinnebier|Winfried Plass|Julia Werner|Christian Näther,2016,79,Open Access,https://doi.org/10.1039/c6dt03752f
Multiconfigurational Self-Consistent Field Theory with Density Matrix Embedding: The Localized Active Space Self-Consistent Field Method,Matthew R. Hermes|Laura Gagliardi,2019,115,Open Access,https://doi.org/10.1021/acs.jctc.8b01009
Excited States of Crystalline Point Defects with Multireference Density Matrix Embedding Theory,Abhishek Mitra|Hung Q. Pham|Riddhish Pandharkar|Matthew R. Hermes|Laura Gagliardi,2021,42,Open Access,https://doi.org/10.1021/acs.jpclett.1c03229
Analytic first derivatives of floating occupation molecular orbital-complete active space configuration interaction on graphical processing units,Edward G. Hohenstein|Marine E. F. Bouduban|Chenchen Song|Nathan Luehr|Ivan S. Ufimtsev|Todd J. Martı́nez,2015,66,Open Access,https://doi.org/10.1063/1.4923259
"Diels–Alder Reactions of Allene with Benzene and Butadiene: Concerted, Stepwise, and Ambimodal Transition States",Hung Viet Pham|K. N. Houk,2014,88,Open Access,https://doi.org/10.1021/jo502041f
Ultrafast Deactivation Channel for Thymine Dimerization,Martial Boggio‐Pasqua|Gerrit Groenhof|Lars V. Schäfer|Helmut Grubmüller|Michael A. Robb,2007,132,Open Access,https://doi.org/10.1021/ja073628j
Role of Valence and Semicore Electron Correlation on Spin Gaps in Fe(II)-Porphyrins,Giovanni Li Manni|Daniel Kats|David P. Tew|Ali Alavi,2019,80,Open Access,https://doi.org/10.1021/acs.jctc.8b01277
Peculiarities of the Electronic Structure of Cytochrome P450 Compound I:  CASPT2 and DFT Modeling,Mariusz Radoń|Ewa Brocławik,2007,39,Open Access,https://doi.org/10.1021/ct600363a
Non-decarbonylative photochemical versus thermal activation of Bu <sub>4</sub> N[Fe(CO) <sub>3</sub> (NO)] – the Fe-catalyzed Cloke–Wilson rearrangement of vinyl and arylcyclopropanes,Che-Hung Lin|Dominik Pursley|Johannes E. M. N. Klein|Johannes Teske|Jennifer A. Allen|Fabian Rami|Andreas Köhn|Bernd Plietker,2015,66,Open Access,https://doi.org/10.1039/c5sc02342d
Density matrix renormalization group pair-density functional theory (DMRG-PDFT): singlet–triplet gaps in polyacenes and polyacetylenes,Prachi Sharma|Varinia Bernales|Stefan Knecht|Donald G. Truhlar|Laura Gagliardi,2018,113,Open Access,https://doi.org/10.1039/c8sc03569e
Theoretical investigation of the eight low-lying electronic states of the <i>cis</i>- and <i>trans</i>-nitric oxide dimers and its isomerization using multiconfigurational second-order perturbation theory (CASPT2),R. Sayós|Rosendo Valero|Josep M. Anglada|Miguel González,2000,69,Open Access,https://doi.org/10.1063/1.481234
Time-dependent complete-active-space self-consistent-field method for atoms: Application to high-order harmonic generation,Takeshi Sato|Kenichi L. Ishikawa|Iva Březinová|Fabian Lackner|Stefan Nagele|Joachim Burgdörfer,2016,85,Open Access,https://doi.org/10.1103/physreva.94.023405
Topological analysis of the electron localisation function (ELF) applied to the electronic structure of oxaziridine: the nature of N-O bond,Michał Michalski|Agnieszka J. Gordon|Sławomir Berski,2019,58,Open Access,https://doi.org/10.1007/s11224-019-01407-9
A New Supporting Ligand in Actinide Chemistry Leads to Reactive Bis(NHC)borate-Supported Thorium Complexes,Mary E. Garner|Stephan Hohloch|Laurent Maron|John Arnold,2016,72,Open Access,https://doi.org/10.1021/acs.organomet.6b00467
Mechanism of Spectral Tuning Going from Retinal in Vacuo to Bovine Rhodopsin and its Mutants: Multireference ab Initio Quantum Mechanics/Molecular Mechanics Studies,Ahmet Altun|Shozo Yokoyama|Keiji Morokuma,2008,86,Open Access,https://doi.org/10.1021/jp807172h
On the Electronic Structure of the UO<sub>2</sub>Molecule,Laura Gagliardi|Björn O. Roos|Per‐Åke Malmqvist|John M. Dyke,2001,93,Open Access,https://doi.org/10.1021/jp012888z
Approximate Analytical Gradients and Nonadiabatic Couplings for the State-Average Density Matrix Renormalization Group Self-Consistent-Field Method,Leon Freitag|Yingjin Ma|Alberto Baiardi|Stefan Knecht|Markus Reiher,2019,27,Open Access,https://doi.org/10.1021/acs.jctc.9b00969
Communication: Smoothing out excited-state dynamics: Analytical gradients for dynamically weighted complete active space self-consistent field,William J. Glover,2014,30,Open Access,https://doi.org/10.1063/1.4901328
Assessment of semiempirical methods for the photoisomerisation of a protonated Schiff base,Thomas W. Keal|Marius Wanko|Walter Thiel,2009,53,Open Access,https://doi.org/10.1007/s00214-009-0546-8
Simulating X‐ray absorption spectra with complete active space self‐consistent field linear response methods,Benjamin Helmich‐Paris,2020,42,Open Access,https://doi.org/10.1002/qua.26559
Reduction of CO <sub>2</sub> by a masked two-coordinate cobalt( <scp>i</scp> ) complex and characterization of a proposed oxodicobalt( <scp>ii</scp> ) intermediate,Lisa Roy|Malik H. Al‐Afyouni|Daniel E. DeRosha|Bhaskar Mondal|Ida M. DiMucci|Kyle M. Lancaster|Jason Shearer|Eckhard Bill|William W. Brennessel|Frank Neese|Shengfa Ye|Patrick L. Holland,2018,55,Open Access,https://doi.org/10.1039/c8sc02599a
The Influence of the Electronic Structure Method on Intersystem Crossing Dynamics. The Case of Thioformaldehyde,Sebastian Mai|Andrew Atkins|Felix Plasser|Leticia González,2019,50,Open Access,https://doi.org/10.1021/acs.jctc.9b00282
Singlet‐Triplet Excited‐State Inversion in Heptazine and Related Molecules: Assessment of TD‐DFT and <i>ab initio</i> Methods,Gaetano Ricci|Emilio San‐Fabián|Yoann Olivier|J. C. Sancho-Garcı́a,2020,107,Open Access,https://doi.org/10.1002/cphc.202000926
Communication: The dark singlet state as a doorway state in the ultrafast and efficient intersystem crossing dynamics in 2-thiothymine and 2-thiouracil,Marvin Pollum|Carlos E. Crespo‐Hernández,2014,100,Open Access,https://doi.org/10.1063/1.4866447
"Phenylnitrene, Phenylcarbene, and Pyridylcarbenes. Rearrangements to Cyanocyclopentadiene and Fulvenallene",David Kvaskoff|Holger Lüerssen|Paweł Bednarek|Curt Wentrup,2014,70,Open Access,https://doi.org/10.1021/ja506151p
Second-order perturbation theory with complete and restricted active space reference functions applied to oligomeric unsaturated hydrocarbons,Abdul Rehaman Moughal Shahi|Christopher J. Cramer|Laura Gagliardi,2009,42,Open Access,https://doi.org/10.1039/b912607d
Metal–ligand pair anisotropy in a series of mononuclear Er–COT complexes,Jeremy D. Hilgar|Maximilian G. Bernbeck|B. S. Flores|Jeffrey D. Rinehart,2018,51,Open Access,https://doi.org/10.1039/c8sc01361f
Electrostatic Control of the Photoisomerization Efficiency and Optical Properties in Visual Pigments: On the Role of Counterion Quenching,Gaia Tomasello|Gloria Olaso‐González|Piero Altoè|Marco Stenta|Luis Serrano‐Andrés|Manuela Merchán|Giorgio Orlandi|Andréa Bottoni|Marco Garavelli,2009,128,Open Access,https://doi.org/10.1021/ja808424b
Molecular double core hole electron spectroscopy for chemical analysis,Motomichi Tashiro|Masahiro Ehara|Hironobu Fukuzawa|Kiyoshi Ueda|Christian Buth|Nikolai V. Kryzhevoi|Lorenz S. Cederbaum,2010,116,Open Access,https://doi.org/10.1063/1.3408251
Control of triplet state generation in heavy atom-free BODIPY–anthracene dyads by media polarity and structural factors,Mikhail A. Filatov|Safakath Karuthedath|Pavel M. Polestshuk|Susan Callaghan|Keith J. Flanagan|Maxime Telitchko|Thomas Wiesner|Frédéric Laquai|Mathias O. Senge,2018,134,Open Access,https://doi.org/10.1039/c7cp08472b
Cu<sup>II</sup>Gd<sup>III</sup> Cryogenic Magnetic Refrigerants and Cu<sub>8</sub>Dy<sub>9</sub> Single‐Molecule Magnet Generated by In Situ Reactions of Picolinaldehyde and Acetylpyridine: Experimental and Theoretical Study,Jun‐Liang Liu|Wei‐Quan Lin|Yan‐Cong Chen|Silvia Gómez‐Coca|Daniel Aravena|Eliseo Ruíz|Ji‐Dong Leng|Ming‐Liang Tong,2013,90,Open Access,https://doi.org/10.1002/chem.201303275
Automation of Active Space Selection for Multireference Methods via Machine Learning on Chemical Bond Dissociation,WooSeok Jeong|Samuel J. Stoneburner|Daniel S. King|Ruye Li|Andrew Walker|Roland Lindh|Laura Gagliardi,2020,71,Open Access,https://doi.org/10.1021/acs.jctc.9b01297
The origin of the two‐electron/four‐centers CC bond in π‐TCNE<sub>2</sub><sup>2</sup><sup>−</sup> dimers: Electrostatic or dispersion?,Íñigo García‐Yoldi|Fernando Mota|Juan J. Novoa,2006,37,Open Access,https://doi.org/10.1002/jcc.20525
Jahn–Teller and spin–orbit coupling effects in transition-metal trifluorides,Padmabati Mondal|Daniel Opalka|Leonid V. Poluyanov|Wolfgang Domcke,2011,48,Open Access,https://doi.org/10.1016/j.chemphys.2011.06.034
Spectroscopic and Computational Investigations of a Mononuclear Manganese(IV)-Oxo Complex Reveal Electronic Structure Contributions to Reactivity,Domenick F. Leto|Allyssa A. Massie|Derek B. Rice|Timothy A. Jackson,2016,54,Open Access,https://doi.org/10.1021/jacs.6b08661
"Isomerizations of Bicyclo[2.1.0]pent-2-ene and Tricyclo[2.1.0.0<sup>2,5</sup>]pentane into Cyclopenta-1,3-diene:  A Computational Study by DFT and High-Level ab Initio Methods",İlker Özkan|Armağan Kınal|Metin Balcı,2003,45,Open Access,https://doi.org/10.1021/jp036792b
A theoretical study of the 1B2u and 1B1u vibronic bands in benzene,Anders Bernhardsson|Niclas Forsberg|Per‐Åke Malmqvist|Björn O. Roos|Luis Serrano‐Andrés,2000,91,Open Access,https://doi.org/10.1063/1.480854
"Anisotropie dipole polarizabilities and quadrupole moments of open-shell atoms and ions: O, F, S, Cl, Se, Br and isoelectronic systems",Miroslav Medveď|Patrick W. Fowler|Jeremy M. Hutson,2000,57,Open Access,https://doi.org/10.1080/00268970009483311
2-Thiouracil deactivation pathways and triplet states population,João Paulo Gobbo|Antonio Carlos Borin,2014,58,Open Access,https://doi.org/10.1016/j.comptc.2014.03.021
How do Parity Violating Weak Nuclear Interactions Influence Rovibrational Frequencies in Chiral Molecules?,Martin Qüack|Jürgen Stohner,2000,49,Open Access,https://doi.org/10.1524/zpch.2000.214.5.675
Time-dependent multiconfiguration self-consistent-field study on resonantly enhanced high-order harmonic generation from transition-metal elements,Imam S. Wahyutama|Takeshi Sato|Kenichi L. Ishikawa,2019,49,Open Access,https://doi.org/10.1103/physreva.99.063420
The DNA nucleobase thymine in motion – Intersystem crossing simulated with surface hopping,Sebastian Mai|Martin Richter|Philipp Marquetand|Leticia González,2016,38,Open Access,https://doi.org/10.1016/j.chemphys.2016.10.003
On the dissociation of N6 into 3 N2 molecules,Laura Gagliardi|Stefano Evangelisti|Vincenzo Barone|Björn O. Roos,2000,48,Open Access,https://doi.org/10.1016/s0009-2614(00)00281-5
Dynamical Correlation Effects on Photoisomerization: Ab Initio Multiple Spawning Dynamics with MS-CASPT2 for a Model <i>trans</i>-Protonated Schiff Base,L.H. Liu|Jian Liu|Todd J. Martı́nez,2015,72,Open Access,https://doi.org/10.1021/acs.jpcb.5b09838
"Vibrational Spectra of <i>N</i>,<i>N</i>-Dimethylaniline and Its Radical Cation. An Interpretation Based on Quantum Chemical Calculations",Albert M. Brouwer|Robert Wilbrandt,1996,73,Open Access,https://doi.org/10.1021/jp960013s
Measurement of Magnetic Exchange in Asymmetric Lanthanide Dimetallics: Toward a Transferable Theoretical Framework,Marcus J. Giansiracusa|Eufemio Moreno Pineda|Riaz Hussain|Raphael Marx|María Martínez Prada|Petr Neugebauer|Susan Al-Badran|David Collison|Floriana Tuna|Joris van Slageren|Stefano Carretta|T. Guidi|Eric J. L. McInnes|Richard E. P. Winpenny|Nicholas F. Chilton,2018,93,Open Access,https://doi.org/10.1021/jacs.7b10714
Negative Singlet–Triplet Excitation Energy Gap in Triangle-Shaped Molecular Emitters for Efficient Triplet Harvesting,Javier Sanz-Rodrigo|Gaetano Ricci|Yoann Olivier|J. C. Sancho-Garcı́a,2021,105,Open Access,https://doi.org/10.1021/acs.jpca.0c08029
Excited-state intramolecular proton transfer to carbon atoms: nonadiabatic surface-hopping dynamics simulations,Shu‐Hua Xia|Bin‐Bin Xie|Fang Qiu|Ganglong Cui|Walter Thiel,2015,64,Open Access,https://doi.org/10.1039/c5cp00101c
Reference Energies for Double Excitations,Pierre‐François Loos|Martial Boggio‐Pasqua|Anthony Scemama|Michel Caffarel|Denis Jacquemin,2019,198,Open Access,https://doi.org/10.1021/acs.jctc.8b01205
Detailed chemical kinetic modeling of JP‐10 (<i>exo</i>‐tetrahydrodicyclopentadiene) high‐temperature oxidation: Exploring the role of biradical species in initial decomposition steps,Gregory R. Magoon|Jorge Aguilera‐Iparraguirre|William H. Green|Jesse J. Lutz|Piotr Piecuch|Hsi‐Wu Wong|Oluwayemisi O. Oluwole,2012,48,Open Access,https://doi.org/10.1002/kin.20702
The electronic structure of oxo-Mn(salen): Single-reference and multireference approaches,John S. Sears|C. David Sherrill,2006,46,Open Access,https://doi.org/10.1063/1.2187974
Molecular mechanisms of the photostability of indigo,Shohei Yamazaki|Andrzej L. Sobolewski|Wolfgang Domcke,2010,112,Open Access,https://doi.org/10.1039/c0cp01901a
Analytic gradients for state-averaged multiconfiguration pair-density functional theory,Thais R. Scott|Matthew R. Hermes|Andrew M. Sand|Meagan S. Oakley|Donald G. Truhlar|Laura Gagliardi,2020,29,Open Access,https://doi.org/10.1063/5.0007040
